2024-02-10 10:11:31 - INFO - Starting script execution...
2024-02-10 10:11:31 - INFO - Loading and detecting changes in employee data...
2024-02-10 10:11:31 - INFO - Backing up existing assignments...
2024-02-10 10:11:31 - INFO - Assignment data log backed up to /home/riggs/code/scheduler_v2/history/assignment_data_log_as_of_02-10-2024_10-11-31.csv
2024-02-10 10:11:31 - INFO - Deleting old backups in /home/riggs/code/scheduler_v2/history...
2024-02-10 10:11:31 - INFO - Script execution completed with changes.

